ID,Sensor,Priority,Status
148,ARDUINO_DHT,1,True
149,ARDUINO_DHT,1,True
150,ARDUINO_DHT,1,True
151,ARDUINO_DHT,1,True
152,ARDUINO_DHT,1,True
153,ARDUINO_DHT,1,True
154,ARDUINO_DHT,1,True
155,ARDUINO_DHT,1,True
156,ARDUINO_DHT,1,True
157,ARDUINO_DHT,1,True
158,ARDUINO_DHT,1,True
159,ARDUINO_DHT,1,True
160,ARDUINO_DHT,1,True
161,ARDUINO_DHT,1,True
162,ARDUINO_DHT,1,True
163,ARDUINO_DHT,1,True
164,ARDUINO_DHT,1,True
165,ARDUINO_DHT,1,True
166,ARDUINO_DHT,1,True
167,ARDUINO_DHT,1,True
168,ARDUINO_DHT,1,True
169,ARDUINO_DHT,1,True
170,ARDUINO_DHT,1,True
171,ARDUINO_DHT,1,True
172,ARDUINO_DHT,1,True
173,ARDUINO_DHT,1,True
174,ARDUINO_DHT,1,True
175,ARDUINO_DHT,1,True
176,ARDUINO_DHT,1,True
177,ARDUINO_DHT,1,True
178,ARDUINO_DHT,1,True
179,ARDUINO_DHT,1,True
180,ARDUINO_DHT,1,True
181,ARDUINO_DHT,1,True
182,ARDUINO_DHT,1,True
183,ARDUINO_DHT,1,True
184,ARDUINO_DHT,1,True
185,ARDUINO_DHT,1,True
186,ARDUINO_DHT,1,True
187,ARDUINO_DHT,1,True
188,ARDUINO_DHT,1,True
189,ARDUINO_DHT,1,True
190,ARDUINO_DHT,1,True
191,ARDUINO_DHT,1,True
192,ARDUINO_DHT,1,True
193,ARDUINO_DHT,1,True
194,ARDUINO_DHT,1,True
195,ARDUINO_DHT,1,True
196,ARDUINO_DHT,1,True
197,ARDUINO_DHT,1,True
198,ARDUINO_DHT,1,True
199,ARDUINO_DHT,1,True
200,ARDUINO_DHT,1,True
201,ARDUINO_DHT,1,True
202,ARDUINO_DHT,1,True
203,ARDUINO_DHT,1,True
204,ARDUINO_DHT,1,True
205,ARDUINO_DHT,1,True
206,ARDUINO_DHT,1,True
207,ARDUINO_DHT,1,True
208,ARDUINO_DHT,1,True
209,ARDUINO_DHT,1,True
210,ARDUINO_DHT,1,True
211,ARDUINO_DHT,1,True
212,ARDUINO_DHT,1,True
213,ARDUINO_DHT,1,True
214,ARDUINO_DHT,1,True
215,ARDUINO_DHT,1,True
216,ARDUINO_DHT,1,True
217,ARDUINO_DHT,1,True
218,ARDUINO_DHT,1,True
219,ARDUINO_DHT,1,True
220,ARDUINO_DHT,1,True
221,ARDUINO_DHT,1,True
222,ARDUINO_DHT,1,True
223,ARDUINO_DHT,1,True
224,ARDUINO_DHT,1,True
225,ARDUINO_DHT,1,True
226,ARDUINO_DHT,1,True
227,ARDUINO_DHT,1,True
228,ARDUINO_DHT,1,True
229,ARDUINO_DHT,1,True
230,ARDUINO_DHT,1,True
231,ARDUINO_DHT,1,True
232,ARDUINO_DHT,1,True
233,ARDUINO_DHT,1,True
234,ARDUINO_DHT,1,True
235,ARDUINO_DHT,1,True
236,ARDUINO_DHT,1,True
237,ARDUINO_DHT,1,True
238,ARDUINO_DHT,1,True
239,ARDUINO_DHT,1,True
240,ARDUINO_DHT,1,True
241,ARDUINO_DHT,1,True
242,ARDUINO_DHT,1,True
243,ARDUINO_DHT,1,True
244,ARDUINO_DHT,1,True
245,ARDUINO_DHT,1,True
246,ARDUINO_DHT,1,True
247,ARDUINO_DHT,1,True
248,ARDUINO_DHT,1,True
249,ARDUINO_DHT,1,True
250,ARDUINO_DHT,1,True
251,ARDUINO_DHT,1,True
252,ARDUINO_DHT,1,True
253,ARDUINO_DHT,1,True
254,ARDUINO_DHT,1,True
255,ARDUINO_DHT,1,True
256,ARDUINO_DHT,1,True
257,ESP32_PIR,2,True
258,ESP32_PIR,2,True
259,ESP32_PIR,2,True
260,ESP32_PIR,2,True
261,ESP32_PIR,2,True
262,ESP32_PIR,2,True
263,ESP32_PIR,2,True
264,ESP32_PIR,2,True
265,ESP32_PIR,2,True
266,ESP32_PIR,2,True
267,ESP32_PIR,2,True
268,ESP32_PIR,2,True
269,ESP32_PIR,2,True
270,ARDUINO_DHT,1,True
271,ARDUINO_DHT,1,True
272,ARDUINO_DHT,1,True
273,ESP32_PIR,2,True
274,ARDUINO_DHT,1,True
275,ARDUINO_DHT,1,True
276,ARDUINO_DHT,1,True
277,ESP32_PIR,2,True
278,ARDUINO_DHT,1,True
279,ARDUINO_DHT,1,True
280,ESP32_PIR,2,True
281,ARDUINO_DHT,1,True
282,ARDUINO_DHT,1,True
283,ARDUINO_DHT,1,True
284,ESP32_PIR,2,True
285,ARDUINO_DHT,1,True
286,ARDUINO_DHT,1,True
287,ARDUINO_DHT,1,True
288,ESP32_PIR,2,True
289,ARDUINO_DHT,1,True
290,ARDUINO_DHT,1,True
291,ARDUINO_DHT,1,True
292,ESP32_PIR,2,True
293,ARDUINO_DHT,1,True
294,ARDUINO_DHT,1,True
295,ESP32_PIR,2,True
296,ARDUINO_DHT,1,True
297,ARDUINO_DHT,1,True
298,ARDUINO_DHT,1,True
299,ESP32_PIR,2,True
300,ARDUINO_DHT,1,True
301,ARDUINO_DHT,1,True
302,ARDUINO_DHT,1,True
303,ESP32_PIR,2,True
304,ARDUINO_DHT,1,True
305,ARDUINO_DHT,1,True
306,ESP32_PIR,2,True
307,ARDUINO_DHT,1,True
308,ARDUINO_DHT,1,True
309,ARDUINO_DHT,1,True
310,ESP32_PIR,2,True
311,ARDUINO_DHT,1,True
312,ARDUINO_DHT,1,True
313,ARDUINO_DHT,1,True
314,ESP32_PIR,2,True
315,ARDUINO_DHT,1,True
316,ARDUINO_DHT,1,True
317,ARDUINO_DHT,1,True
318,ESP32_PIR,2,True
319,ARDUINO_DHT,1,True
320,ARDUINO_DHT,1,True
321,ESP32_PIR,2,True
322,ARDUINO_DHT,1,True
323,ARDUINO_DHT,1,True
324,ARDUINO_DHT,1,True
325,ESP32_PIR,2,True
